sep=,
Date,Post,Likes,Comments,Clicks,Shares,Potential,
6/15/2017 06:00 AM,"Nothing brings God greater joy than when a son or a daughter comes home. -' Dr. Drew Shofner",20,0,26,0,724,
6/14/2017 07:15 PM,"This Sunday we are going to tell you all about our Tables summer initiative! If you want a sneak peek, head on over to http://buff.ly/2stJwa8 now.",2,0,5,0,230,
6/14/2017 04:50 PM,"When Jesus told the Parable of the Lost Son, he said, ""So he got up and went to his father. 'But while he was still a long way off, his father saw him and was filled with compassion for him; he ran to his son, threw his arms around him and kissed him.'""
God loves the lost being found -'-'it's what brings His heart His greatest joy! -'Dr. Drew Shofner",8,0,9,3,658,
6/12/2017 04:53 PM,"All kids entering 3rd-'7th Grade are invited to embark on an epic adventure to learn why Jesus Christ is the One True Light at CentriKid Camp 2017, July 31-'August 4 at the Skycroft Convention Center. The cost is $350/child and you can learn more or register online today at http://buff.ly/2rgDJQ0. Only 60 spots are available so register today!",3,0,0,0,118,
6/12/2017 02:59 PM,"Living well-'loved means we love the lost well. Having light means being light. You can choose to be angry in the dark, or you can choose to fully embrace the life God has for you and be joyful in the light. Learn more in Digging Deeper for the Week of June 11, 2017",7,0,0,0,0,
6/12/2017 06:00 AM,"He has made everything beautiful in its time. He has also set eternity in the human heart; yet no one can fathom what God has done from beginning to end. -'Ecclesiastes 3:11",14,0,5,2,195,
6/11/2017 04:53 PM,"Did you know we have weekly message devotionals designed to help you stay focused on what you learned in Worship on Sundays? You can sign up to receive Discussion Questions which will help you dig deeper into the previous weekend's message, or Life Lifters which are a short devotional reflection on the message, or sign up for both!",15,0,13,2,391,
6/11/2017 11:04 AM,"Good morning Severn Run! Thanks for joining us on this beautiful Sunday. Let us know if you're joining us here on Facebook and how we can be praying for you!",14,3,0,1,0,
6/11/2017 09:30 AM,"Good morning Severn Run! Thanks for joining us on this beautiful Sunday. Let us know if you're joining us here on Facebook and how we can be praying for you!",11,19,0,6,0,
6/11/2017 08:35 AM,"Good morning Severn Run! Thanks for joining us on this beautiful Sunday. Let us know if you're joining us here on Facebook and how we can be praying for you!",9,0,0,0,0,
6/11/2017 07:00 AM,"Happy Sunday Severn Runners! We look forward to gathering with you today at 9:30 AM, 11 AM and 12:30 PM. 
Wait for the Lord; be strong and take heart and wait for the Lord. -'Psalm 27:14",19,1,20,2,611,
6/10/2017 07:35 PM,"Vacation Bible School (VBS) is an incredible time for children 5 years old thru 12 years old to take an adventure like no other. Kids will search the skies and God's Word to uncover God's truth etched in His handiwork. They will discover that the God who created everything there is-'-'the knowable and the unknowable, the visible and the invisible-'-'wants a relationship with them!Join us as we start ""SEARCHING THE VISIBLE, DISCOVERING THE INVISIBLE""
Register your kid(s) today at:",4,0,4,1,286,
6/10/2017 09:00 AM,"Love values lost people in danger more than the safety of the saved .  -'Dr. Drew Shofner
Watch the full message, ""What Love Does,"" at: http://buff.ly/2sXL34z",9,1,11,0,486,
6/9/2017 06:01 AM,"In the Parable of the Lost Sheep, Jesus said, ""Then he calls his friends and neighbors together and says, ‘Rejoice with me; I have found my lost sheep.’ I tell you that in the same way there will be more rejoicing in heaven over one sinner who repents than over ninety-'nine righteous persons who do not need to repent.""  Luke 15:6-'7",6,0,1,2,105,
